iter	MultiClass
824	0.1760152606
825	0.1758837241
826	0.1756271658
827	0.1752884507
828	0.1750682016
829	0.1748553162
830	0.174485793
831	0.1742699241
832	0.1739979688
833	0.1737231168
834	0.1735738949
835	0.1733674098
836	0.1730459261
837	0.1729840967
838	0.1728244705
839	0.172630195
840	0.1724214039
841	0.1721627826
842	0.1718864096
843	0.1716720178
844	0.1715112466
845	0.1713732155
846	0.1711598135
847	0.1708755152
848	0.1704675184
849	0.1703133623
850	0.1701163159
851	0.1699060389
852	0.1697678415
853	0.1694610931
854	0.1693643303
855	0.1692142921
856	0.1689339711
857	0.1688141694
858	0.1686532733
859	0.1684982972
860	0.1682931481
861	0.168120239
862	0.1680290829
863	0.1678106719
864	0.1674798572
865	0.1672669201
866	0.1670251921
867	0.1668808147
868	0.1666303639
869	0.1664277943
870	0.1662954547
871	0.1660743244
872	0.1658455188
873	0.1655631901
874	0.1652409196
875	0.1651565894
876	0.1650095754
877	0.1648664019
878	0.1647069853
879	0.1645402237
880	0.1644537925
881	0.164380904
882	0.1642309259
883	0.164153389
884	0.1640254212
885	0.1637974737
886	0.1635616625
887	0.1632594736
888	0.1631005958
889	0.1628808012
890	0.1628091594
891	0.1627020662
892	0.1625921483
893	0.1624035676
894	0.1622788859
895	0.1621711756
896	0.1618882115
897	0.1618243167
898	0.1616907808
899	0.1615648947
900	0.1614186677
901	0.1613166204
902	0.1610640372
903	0.1608554217
904	0.1605709858
905	0.1604000519
906	0.1601649066
907	0.1600576625
908	0.1598420936
909	0.1597040537
910	0.1594646498
911	0.1592542442
912	0.1591940907
913	0.1590986173
914	0.1589761833
915	0.1587311021
916	0.1585626208
917	0.1582452514
918	0.1580994009
919	0.1579758173
920	0.1578356816
921	0.1575831788
922	0.1573321165
923	0.1570712897
924	0.156926478
925	0.1566105192
926	0.1564779523
927	0.1563199223
928	0.1561889983
929	0.1560056104
930	0.1558419161
931	0.1556770109
932	0.1555173419
933	0.1552762242
934	0.1550582043
935	0.1549830071
936	0.1547969417
937	0.1546572201
938	0.1544247379
939	0.1543059262
940	0.154001069
941	0.1538074237
942	0.1537072809
943	0.1535406582
944	0.153422548
945	0.1532399304
946	0.1529746688
947	0.1528030964
948	0.1527145612
949	0.1525231426
950	0.1523838947
951	0.1522083394
952	0.1521422677
953	0.1519657764
954	0.1518660557
955	0.1515877973
956	0.1513545111
957	0.151103628
958	0.1510066202
959	0.1507700964
960	0.1505919308
961	0.1503363624
962	0.1501398283
963	0.1499923564
964	0.1498624247
965	0.149651972
966	0.149491203
967	0.1494199577
968	0.1492793596
969	0.1491282144
970	0.1490486041
971	0.1488040863
972	0.1486168308
973	0.1485310057
974	0.1484600652
975	0.1484100961
976	0.1483246661
977	0.1482000104
978	0.1481144166
979	0.1479556455
980	0.1478217215
981	0.1476554412
982	0.147524549
983	0.1473550756
984	0.1472636861
985	0.1471696665
986	0.1470561252
987	0.1468936335
988	0.1466567239
989	0.1464804895
990	0.1463472851
991	0.1459383092
992	0.1458722745
993	0.1456732761
994	0.145492327
995	0.1453598192
996	0.1452157082
997	0.1450026101
998	0.1448878722
999	0.1447140046
